"TeamId","TeamName","RankPrivate","RankPublic","RankDelta","ScorePrivate","ScorePublic","ScoreDelta"
329203,"complexity101",159,1070,911,0.64368,0.63506,0.00862000000000007
329734,"Frezki",160,608,448,0.64368,0.64224,0.00144
331802,"mANDy",161,204,43,0.64368,0.6523,-0.00861999999999996
331543,"Denys Frolov",162,49,-113,0.64368,0.66379,-0.02011
330951,"Priya Ananthram",163,472,309,0.64368,0.64511,-0.00142999999999993
329494,"robrytoo",164,37,-127,0.64368,0.66667,-0.02299
329990,"?lker Derebey",165,355,190,0.64368,0.64799,-0.00430999999999993
331762,"SachinKashyap",166,205,39,0.64368,0.6523,-0.00861999999999996
331436,"A.J.S",167,1912,1745,0.64368,0.625,0.01868
332309,"DavidA",168,875,707,0.64368,0.63793,0.00575000000000003
332794,"mishtone",169,1469,1300,0.64368,0.62931,0.01437
329208,"Emre Can",170,1257,1087,0.64368,0.63218,0.0115000000000001
334726,"David 3",171,1470,1299,0.64368,0.62931,0.01437
330843,"HidekiNakane",172,171,-1,0.64368,0.65374,-0.01006
332287,"Rajeev Nair",173,783,610,0.64368,0.63937,0.00431000000000004
329098,"Damian",174,876,702,0.64368,0.63793,0.00575000000000003
336349,"JavierGonzález",175,1913,1738,0.64368,0.625,0.01868
334114,"MathiasLongo",176,1071,895,0.64368,0.63506,0.00862000000000007
336558,"Vihang Patil",177,61,-116,0.64368,0.66236,-0.0186799999999999
335281,"Pineapple",178,356,178,0.64368,0.64799,-0.00430999999999993
333186,"Iridium66",179,543,364,0.64368,0.64368,0
335266,"EvelynSuryadi",180,301,121,0.64368,0.64943,-0.00574999999999992
329874,"IRub",181,1471,1290,0.64368,0.62931,0.01437
330418,"ak_student",182,98,-84,0.64368,0.65805,-0.01437
330104,"ksstoc02",183,2086,1903,0.64368,0.62069,0.0229900000000001
329237,"Osobrujo",184,967,783,0.64368,0.63649,0.00719000000000003
335632,"JamesSmyth",185,609,424,0.64368,0.64224,0.00144
330508,"alex.strider",186,784,598,0.64368,0.63937,0.00431000000000004
337749,"Hadyan",187,1072,885,0.64368,0.63506,0.00862000000000007
329732,"LiliaDagger",188,473,285,0.64368,0.64511,-0.00142999999999993
328862,"Piero Saravia",189,1759,1570,0.64224,0.62787,0.01437
329914,"bgonurx",190,785,595,0.64224,0.63937,0.00287000000000004
329865,"FahimShariff",191,695,504,0.64224,0.6408,0.00144
330574,"dmstaple",192,249,57,0.64224,0.65086,-0.00861999999999996
329820,"Pavel Pozdnyak",193,302,109,0.64224,0.64943,-0.00718999999999992
331629,"Refik Arkut",194,696,502,0.64224,0.6408,0.00144
331788,"svdb",195,474,279,0.64224,0.64511,-0.00286999999999993
329673,"LoganCh",196,120,-76,0.64224,0.65661,-0.01437
329127,"FernandoMangussi",197,1914,1717,0.64224,0.625,0.01724
329585,"Scott Brenstuhl",198,544,346,0.64224,0.64368,-0.00144
332728,"KaushikGhosh",199,786,587,0.64224,0.63937,0.00287000000000004
332431,"Jan Linka",200,877,677,0.64224,0.63793,0.00431000000000004
331513,"YashwanthReddyVirupaksha",201,968,767,0.64224,0.63649,0.00575000000000003
330555,"analyt1983",202,206,4,0.64224,0.6523,-0.01006
330333,"DKim",203,969,766,0.64224,0.63649,0.00575000000000003
331103,"Anil",204,970,766,0.64224,0.63649,0.00575000000000003
330493,"fluffypinkfish",205,99,-106,0.64224,0.65805,-0.01581
333866,"roberto",206,1258,1052,0.64224,0.63218,0.0100600000000001
331698,"IlyaFedorov",207,27,-180,0.64224,0.67241,-0.0301699999999999
333601,"freespirit",208,72,-136,0.64224,0.66092,-0.0186799999999999
332189,"Alejandro salamanca",209,1472,1263,0.64224,0.62931,0.01293
336222,"oxlw",210,787,577,0.64224,0.63937,0.00287000000000004
330671,"pshetty",211,697,486,0.64224,0.6408,0.00144
335131,"RchingR",212,2142,1930,0.64224,0.61925,0.0229900000000001
334204,"Michael T",213,207,-6,0.64224,0.6523,-0.01006
330243,"bryanrushing",214,971,757,0.64224,0.63649,0.00575000000000003
330962,"Restart55",215,250,35,0.64224,0.65086,-0.00861999999999996
330160,"Anastasiia4kina",216,31,-185,0.64224,0.66954,-0.0273
331966,"Ouroboros",217,208,-9,0.64224,0.6523,-0.01006
336201,"Wrosinski",218,1381,1163,0.64224,0.63075,0.01149
333025,"finguiritis",219,475,256,0.64224,0.64511,-0.00286999999999993
333584,"Neeraj",220,972,752,0.64224,0.63649,0.00575000000000003
332787,"SRDAS",221,141,-80,0.64224,0.65517,-0.01293
333111,"Xray525",222,73,-149,0.64224,0.66092,-0.0186799999999999
330697,"Gavin",223,303,80,0.64224,0.64943,-0.00718999999999992
334860,"VeronikaCh",224,698,474,0.64224,0.6408,0.00144
329954,"Anibal",225,1382,1157,0.64224,0.63075,0.01149
330476,"Avinash SIngh Pundhir",226,43,-183,0.64224,0.66523,-0.02299
329531,"DickMoomaw",227,121,-106,0.64224,0.65661,-0.01437
331194,"kagster",228,304,76,0.64224,0.64943,-0.00718999999999992
330079,"veroneti",229,788,559,0.64224,0.63937,0.00287000000000004
331891,"Elena",230,610,380,0.64224,0.64224,0
338484,"Christina",231,973,742,0.64224,0.63649,0.00575000000000003
339162,"Brandon",232,1383,1151,0.64224,0.63075,0.01149
333674,"EduardoAbbud",233,789,556,0.64224,0.63937,0.00287000000000004
335597,"Natkamon",234,1073,839,0.64224,0.63506,0.00718000000000008
339183,"ManojKamra",235,1760,1525,0.64224,0.62787,0.01437
335870,"clemsondoc",236,1473,1237,0.64224,0.62931,0.01293
339377,"andrew271181",237,699,462,0.64224,0.6408,0.00144
339494,"Akshat Bhushan",238,2045,1807,0.64224,0.62213,0.0201100000000001
339023,"Spacecharm",239,790,551,0.64224,0.63937,0.00287000000000004
328789,"ondrejm",240,1915,1675,0.64224,0.625,0.01724
337579,"AliceAverbukh",241,700,459,0.64224,0.6408,0.00144
331463,"Naveen Mathew",242,701,459,0.64224,0.6408,0.00144
339659,"Mikhail Plekhanov",243,476,233,0.64224,0.64511,-0.00286999999999993
329390,"Huy Dinh",244,702,458,0.6408,0.6408,0
329309,"OlofAllnér",245,545,300,0.6408,0.64368,-0.00287999999999999
329051,"Sushant Choudhary",246,1384,1138,0.6408,0.63075,0.01005
328879,"Gharda",247,974,727,0.6408,0.63649,0.00431000000000004
329881,"pathologist",248,74,-174,0.6408,0.66092,-0.0201199999999999
329296,"arnowaczynski",249,1385,1136,0.6408,0.63075,0.01005
330414,"Lau H",250,172,-78,0.6408,0.65374,-0.01294
329701,"RalphThissen",251,1259,1008,0.6408,0.63218,0.00862000000000007
331597,"Maltexx",252,1386,1134,0.6408,0.63075,0.01005
330400,"Amit Verma",253,477,224,0.6408,0.64511,-0.00430999999999993
333478,"rlittle",254,791,537,0.6408,0.63937,0.00143000000000004
328795,"SunHat",255,1474,1219,0.6408,0.62931,0.01149
329091,"ahmedelz",256,251,-5,0.6408,0.65086,-0.01006
329480,"jdubster",257,2046,1789,0.6408,0.62213,0.0186700000000001
333497,"VadimMalykh",258,252,-6,0.6408,0.65086,-0.01006
329638,"EricMorris",259,546,287,0.6408,0.64368,-0.00287999999999999
335354,"Gleb Smolnik",260,253,-7,0.6408,0.65086,-0.01006
331360,"eliott.brion",261,50,-211,0.6408,0.66379,-0.02299
330716,"brianberry",262,122,-140,0.6408,0.65661,-0.01581
334428,"jhicks",263,1916,1653,0.6408,0.625,0.0158
330850,"vogell",264,1164,900,0.6408,0.63362,0.00718000000000008
329657,"BekTerra",265,142,-123,0.6408,0.65517,-0.01437
333138,"michael_jz",266,173,-93,0.6408,0.65374,-0.01294
331547,"Jean-Claude Favre",267,357,90,0.6408,0.64799,-0.00718999999999992
334218,"Amolkulkarni",268,478,210,0.6408,0.64511,-0.00430999999999993
329249,"NelsonMambre",269,975,706,0.6408,0.63649,0.00431000000000004
330518,"Adrian",270,305,35,0.6408,0.64943,-0.00862999999999992
330779,"C.K. Tse",271,792,521,0.6408,0.63937,0.00143000000000004
335333,"Diego Dell'Era",272,479,207,0.6408,0.64511,-0.00430999999999993
337265,"OlyLesia",273,1761,1488,0.6408,0.62787,0.01293
329348,"Pongsakorn",274,209,-65,0.6408,0.6523,-0.0115
329943,"leakciM",275,976,701,0.6408,0.63649,0.00431000000000004
331302,"mVoid",276,418,142,0.6408,0.64655,-0.00574999999999992
335332,"harish",277,1260,983,0.6408,0.63218,0.00862000000000007
337686,"MattW",278,358,80,0.6408,0.64799,-0.00718999999999992
333232,"eotp00",279,977,698,0.6408,0.63649,0.00431000000000004
328882,"Silberling",280,123,-157,0.6408,0.65661,-0.01581
336597,"Homem",281,1165,884,0.6408,0.63362,0.00718000000000008
332549,"hansamurali",282,480,198,0.6408,0.64511,-0.00430999999999993
335060,"Nikolaos Kafritsas",283,124,-159,0.6408,0.65661,-0.01581
335819,"mckinleymh",284,1475,1191,0.6408,0.62931,0.01149
334795,"DoubleD",285,978,693,0.6408,0.63649,0.00431000000000004
329527,"PaulRussell",286,306,20,0.6408,0.64943,-0.00862999999999992
333812,"Karthick Anandaraman",287,481,194,0.6408,0.64511,-0.00430999999999993
334191,"Pat Lipp",288,419,131,0.6408,0.64655,-0.00574999999999992
335054,"tirkkis",289,420,131,0.6408,0.64655,-0.00574999999999992
333236,"Asgard",290,547,257,0.6408,0.64368,-0.00287999999999999
335405,"Data Wallah",291,359,68,0.6408,0.64799,-0.00718999999999992
336243,"reabb",292,878,586,0.6408,0.63793,0.00287000000000004
332075,"Diego Floras",293,793,500,0.6408,0.63937,0.00143000000000004
336112,"MarcusBuxworth",294,979,685,0.6408,0.63649,0.00431000000000004
339131,"notarielle",295,2143,1848,0.6408,0.61925,0.0215500000000001
334812,"BolianChen",296,174,-122,0.6408,0.65374,-0.01294
336405,"Alexey Kuzmin",297,794,497,0.6408,0.63937,0.00143000000000004
329787,"Jean-Francois Barthe",298,143,-155,0.6408,0.65517,-0.01437
332782,"Diego Jaramillo",299,1988,1689,0.6408,0.62356,0.01724
329417,"Geoff Breemer",300,703,403,0.63937,0.6408,-0.00143000000000004
329124,"eMMaNNs",301,482,181,0.63937,0.64511,-0.00573999999999997
329661,"Mariusz Strzelecki",302,307,5,0.63937,0.64943,-0.01006
329521,"Syed Mateen",303,308,5,0.63937,0.64943,-0.01006
330263,"Arun Krishnasamy",304,795,491,0.63937,0.63937,0
329970,"Tomas_S",305,144,-161,0.63937,0.65517,-0.0158
329263,"MikeLawler",306,421,115,0.63937,0.64655,-0.00717999999999996
329007,"Fernando Chilleron",307,611,304,0.63937,0.64224,-0.00287000000000004
330431,"QueueJumper",308,4,-304,0.63937,0.92241,-0.28304
329450,"Junhewk",309,704,395,0.63937,0.6408,-0.00143000000000004
329356,"AlejandroFigar",310,175,-135,0.63937,0.65374,-0.01437
333273,"balaji Thummalapenta",311,705,394,0.63937,0.6408,-0.00143000000000004
330681,"AndrewCaceres",312,1166,854,0.63937,0.63362,0.00575000000000003
333625,"VenuB",313,1261,948,0.63937,0.63218,0.00719000000000003
332582,"Elyasin",314,706,392,0.63937,0.6408,-0.00143000000000004
329596,"Taotao ",315,612,297,0.63937,0.64224,-0.00287000000000004
329122,"GuyArmel",316,1074,758,0.63937,0.63506,0.00431000000000004
329944,"Mallo",317,1167,850,0.63937,0.63362,0.00575000000000003
330356,"Chris. Derv.",318,62,-256,0.63937,0.66236,-0.02299
332898,"RobertS",319,1262,943,0.63937,0.63218,0.00719000000000003
332633,"Abraham",320,2463,2143,0.63937,0.61351,0.02586
328897,"mjfahning",321,1075,754,0.63937,0.63506,0.00431000000000004
329334,"Krisztina Németh",322,483,161,0.63937,0.64511,-0.00573999999999997
329862,"Nandita",323,38,-285,0.63937,0.66667,-0.0273
330032,"Malta",324,51,-273,0.63937,0.66379,-0.02442
329117,"ChristophAdamek",325,613,288,0.63937,0.64224,-0.00287000000000004
333072,"LucienM",326,52,-274,0.63937,0.66379,-0.02442
334668,"Rahul Singhal",327,360,33,0.63937,0.64799,-0.00861999999999996
336302,"Chris Falter",328,422,94,0.63937,0.64655,-0.00717999999999996
335413,"Abhishek",329,309,-20,0.63937,0.64943,-0.01006
336079,"Eddo Putradipura",330,1076,746,0.63937,0.63506,0.00431000000000004
332380,"Noslav",331,125,-206,0.63937,0.65661,-0.01724
336436,"André Dondon",332,1168,836,0.63937,0.63362,0.00575000000000003
331533,"Tea Party in the Woods",333,176,-157,0.63937,0.65374,-0.01437
335476,"Shanmugam Jaganathan",334,1387,1053,0.63937,0.63075,0.00861999999999996
329186,"Randall Shane",335,28,-307,0.63937,0.67098,-0.03161
333266,"Nobu_K",336,707,371,0.63937,0.6408,-0.00143000000000004
330236,"Thuy Nguyen",337,361,24,0.63937,0.64799,-0.00861999999999996
333429,"JuliaMooney",338,548,210,0.63937,0.64368,-0.00431000000000004
329113,"PistaK",339,614,275,0.63937,0.64224,-0.00287000000000004
332601,"Frank 2",340,1476,1136,0.63937,0.62931,0.01006
332100,"sdasigi",341,708,367,0.63937,0.6408,-0.00143000000000004
337185,"air",342,709,367,0.63937,0.6408,-0.00143000000000004
329435,"jacqueline",343,879,536,0.63937,0.63793,0.00144
335528,"AnTara",344,1477,1133,0.63937,0.62931,0.01006
331443,"CherieC",345,549,204,0.63937,0.64368,-0.00431000000000004
329506,"Franz Nava",346,980,634,0.63937,0.63649,0.00287999999999999
334776,"ajkc",347,210,-137,0.63937,0.6523,-0.01293
330071,"Carlos",348,484,136,0.63937,0.64511,-0.00573999999999997
333826,"gautammehra",349,177,-172,0.63937,0.65374,-0.01437
332042,"HunzOK",350,550,200,0.63937,0.64368,-0.00431000000000004
332106,"artk",351,100,-251,0.63937,0.65805,-0.01868
337168,"lexi",352,880,528,0.63937,0.63793,0.00144
335901,"venki",353,710,357,0.63937,0.6408,-0.00143000000000004
329005,"Ken Kochi",354,254,-100,0.63937,0.65086,-0.01149
338022,"BillyH.",355,362,7,0.63937,0.64799,-0.00861999999999996
338707,"SuperHero",356,485,129,0.63937,0.64511,-0.00573999999999997
331782,"Luca Faggioli",357,75,-282,0.63937,0.66092,-0.02155
336482,"Tolga Aytemizel",358,126,-232,0.63937,0.65661,-0.01724
329071,"JudyVS",359,310,-49,0.63937,0.64943,-0.01006
337266,"nanobaka",360,44,-316,0.63937,0.66523,-0.02586
335223,"Fitzy",361,1478,1117,0.63937,0.62931,0.01006
336172,"Alex",362,881,519,0.63937,0.63793,0.00144
338354,"RettButler",363,211,-152,0.63937,0.6523,-0.01293
339565,"Srini",364,1169,805,0.63937,0.63362,0.00575000000000003
339606,"Teppakorn Thanuthanad",365,2514,2149,0.63937,0.6092,0.03017
333224,"papadox",366,1989,1623,0.63937,0.62356,0.01581
332762,"slromero",367,1479,1112,0.63937,0.62931,0.01006
330142,"JuhaLeino",368,1263,895,0.63937,0.63218,0.00719000000000003
338612,"Shux",369,2144,1775,0.63937,0.61925,0.02012
338237,"SuneelValivety",370,1264,894,0.63937,0.63218,0.00719000000000003
330967,"BharathCh",371,615,244,0.63937,0.64224,-0.00287000000000004
330760,"Alain L",372,1833,1461,0.63937,0.62644,0.01293
339801,"Allen",373,1917,1544,0.63937,0.625,0.01437
336820,"Greg Thibault",374,486,112,0.63937,0.64511,-0.00573999999999997
329573,"Daryl Kang",375,1170,795,0.63793,0.63362,0.00431000000000004
329037,"Badjadounafrançois",376,711,335,0.63793,0.6408,-0.00287000000000004
329138,"Peter",377,551,174,0.63793,0.64368,-0.00575000000000003
328912,"CristianMejia",378,1077,699,0.63793,0.63506,0.00287000000000004
330736,"Hannes Rydén",379,796,417,0.63793,0.63937,-0.00144
329201,"nixon",380,616,236,0.63793,0.64224,-0.00431000000000004
330443,"Vaibhav Bansal",381,1918,1537,0.63793,0.625,0.01293
330562,"ToniRincon",382,363,-19,0.63793,0.64799,-0.01006
330466,"Juanan Pereira",383,423,40,0.63793,0.64655,-0.00861999999999996
330250,"KunalAgarwal",384,882,498,0.63793,0.63793,0
330488,"Sivaram",385,424,39,0.63793,0.64655,-0.00861999999999996
332317,"Victor Naidu",386,797,411,0.63793,0.63937,-0.00144
330900,"PDricot",387,1834,1447,0.63793,0.62644,0.01149
331922,"alvanson",388,883,495,0.63793,0.63793,0
330299,"Chandra Sutrisno",389,178,-211,0.63793,0.65374,-0.01581
332198,"scible",390,552,162,0.63793,0.64368,-0.00575000000000003
331376,"yurkai",391,145,-246,0.63793,0.65517,-0.01724
330116,"WesSauder",392,1171,779,0.63793,0.63362,0.00431000000000004
330923,"@cHeL!$",393,1265,872,0.63793,0.63218,0.00575000000000003
330346,"Jiang",394,255,-139,0.63793,0.65086,-0.01293
333450,"??????????????",395,487,92,0.63793,0.64511,-0.00717999999999996
331752,"Vinoth Sinouvassin",396,1480,1084,0.63793,0.62931,0.00861999999999996
331407,"JayKaka",397,798,401,0.63793,0.63937,-0.00144
